customer_id,customer_code,organisation_name,country_code,country_name,region,subregion,industry,employee_count,segment,acquisition_channel,signup_date,trial_start_date,status
455,cus_000455,North Studios AG,DE,Germany,Europe,DACH,healthcare,15,SMB,self_serve,2026-07-24,,active
456,cus_000456,Lumen Ventures Pty Ltd,AU,Australia,APAC,Australia,manufacturing,32,SMB,inbound,2024-03-11,,churned
457,cus_000457,Amber Partners B.V.,NL,Netherlands,Europe,Western Europe,professional_services,285,Mid-Market,partner,2026-04-21,,active
458,cus_000458,Apex Advisory LLC,US,United States,North America,Northeast,retail,18,SMB,self_serve,2024-05-22,2024-05-01,active
459,cus_000459,Canyon Properties AG,DE,Germany,Europe,DACH,logistics,958,Enterprise,inbound,2024-12-25,,active
460,cus_000460,Anchor Systems AB,SE,Sweden,Europe,Nordics,manufacturing,150,Mid-Market,self_serve,2025-04-07,,active
461,cus_000461,Nimbus Engineering LLP,GB,United Kingdom,Europe,United Kingdom,manufacturing,105,Mid-Market,inbound,2025-12-25,,active
462,cus_000462,Silver Services Corp,US,United States,North America,Northeast,healthcare,152,Mid-Market,event,2022-09-08,,active
463,cus_000463,Apex Networks SARL,FR,France,Europe,Western Europe,logistics,499,Mid-Market,event,2025-09-30,,active
464,cus_000464,Cedar Fabrication Inc,US,United States,North America,South,facilities,39,SMB,inbound,2024-03-10,,churned
465,cus_000465,River Systems Corp,US,United States,North America,South,construction,32,SMB,self_serve,2025-08-27,,active
466,cus_000466,Alpine Logistics Corp,US,United States,North America,Northeast,construction,54,Mid-Market,event,2024-09-15,,churned
467,cus_000467,Pioneer Systems LLC,US,United States,North America,South,healthcare,12,SMB,self_serve,2025-06-13,2025-05-30,active
468,cus_000468,Atlas Labs Inc,US,United States,North America,South,professional_services,9,SMB,event,2022-07-26,,active
469,cus_000469,Forest Operations Pty Ltd,AU,Australia,APAC,Australia,professional_services,60,Mid-Market,inbound,2026-04-30,,active
470,cus_000470,Apex Holdings Corp,US,United States,North America,South,construction,22,SMB,self_serve,2025-08-11,2025-07-21,active
471,cus_000471,Harbour Workshops Pty Ltd,AU,Australia,APAC,Australia,facilities,152,Mid-Market,self_serve,2023-07-10,2023-06-19,active
472,cus_000472,River Supply Pty Ltd,AU,Australia,APAC,Australia,financial_services,149,Mid-Market,self_serve,2024-01-05,,active
473,cus_000473,Apex Studios Ltd,CA,Canada,North America,Canada,professional_services,789,Enterprise,outbound,2025-10-15,,active
474,cus_000474,Nimbus Supply LLC,US,United States,North America,West,professional_services,163,Mid-Market,inbound,2025-12-03,,active
475,cus_000475,Maple Group LLP,GB,United Kingdom,Europe,United Kingdom,healthcare,49,SMB,self_serve,2026-03-24,2026-03-03,active
476,cus_000476,Apex Fabrication LLP,GB,United Kingdom,Europe,United Kingdom,financial_services,27,SMB,inbound,2025-04-03,,active
477,cus_000477,Summit Labs LLC,US,United States,North America,Midwest,education,19,SMB,inbound,2025-10-14,,active
478,cus_000478,Granite Labs GmbH,DE,Germany,Europe,DACH,professional_services,45,SMB,partner,2026-01-15,,active
479,cus_000479,North Systems Corp,US,United States,North America,West,logistics,40,SMB,self_serve,2023-12-02,2023-11-18,churned
480,cus_000480,North Studios Corp,US,United States,North America,South,retail,880,Enterprise,inbound,2025-09-29,,active
481,cus_000481,Golden Workshops Inc,CA,Canada,North America,Canada,construction,62,Mid-Market,self_serve,2024-11-04,2024-11-04,trial_expired
482,cus_000482,Summit Operations Inc,US,United States,North America,West,manufacturing,20,SMB,self_serve,2025-08-04,2025-08-04,trial_expired
483,cus_000483,Copper Industries LLC,US,United States,North America,Northeast,logistics,68,Mid-Market,self_serve,2023-02-16,2023-02-16,trial_expired
484,cus_000484,Forest Engineering Corp,US,United States,North America,West,logistics,72,Mid-Market,self_serve,2022-08-28,2022-08-28,trial_expired
485,cus_000485,Alpine Studios Corp,US,United States,North America,South,healthcare,64,Mid-Market,self_serve,2023-03-24,2023-03-24,trial_expired
486,cus_000486,Forest Advisory AB,SE,Sweden,Europe,Nordics,construction,22,SMB,self_serve,2023-04-19,2023-04-19,trial_expired
487,cus_000487,Bright Supply B.V.,NL,Netherlands,Europe,Western Europe,healthcare,71,Mid-Market,self_serve,2023-08-28,2023-08-28,trial_expired
488,cus_000488,Coastal Labs Ltd,CA,Canada,North America,Canada,logistics,26,SMB,self_serve,2024-03-07,2024-03-07,trial_expired
489,cus_000489,Vertex Workshops LLC,US,United States,North America,South,professional_services,57,Mid-Market,self_serve,2026-04-21,2026-04-21,trial_expired
490,cus_000490,Nimbus Engineering Inc,US,United States,North America,South,retail,20,SMB,self_serve,2025-04-05,2025-04-05,trial_expired
491,cus_000491,Bright Engineering Corp,US,United States,North America,South,healthcare,28,SMB,self_serve,2025-05-31,2025-05-31,trial_expired
492,cus_000492,Forge Advisory Inc,US,United States,North America,Midwest,facilities,25,SMB,self_serve,2025-01-31,2025-01-31,trial_expired
493,cus_000493,Anchor Clinics Pty Ltd,AU,Australia,APAC,Australia,logistics,43,SMB,self_serve,2026-05-20,2026-05-20,trial_expired
494,cus_000494,Bright Networks Inc,CA,Canada,North America,Canada,retail,61,Mid-Market,self_serve,2025-07-06,2025-07-06,trial_expired
495,cus_000495,North Workshops GmbH,DE,Germany,Europe,DACH,construction,66,Mid-Market,self_serve,2025-08-01,2025-08-01,trial_expired
496,cus_000496,Atlas Studios Inc,US,United States,North America,West,professional_services,27,SMB,self_serve,2025-06-07,2025-06-07,trial_expired
497,cus_000497,Oak Collective Inc,US,United States,North America,South,logistics,25,SMB,self_serve,2026-02-27,2026-02-27,trial_expired
498,cus_000498,Blue Networks Corp,US,United States,North America,West,healthcare,16,SMB,self_serve,2026-04-28,2026-04-28,trial_expired
499,cus_000499,Vertex Works Pty Ltd,AU,Australia,APAC,Australia,healthcare,28,SMB,self_serve,2023-09-22,2023-09-22,trial_expired
500,cus_000500,Oak Studios Inc,US,United States,North America,South,facilities,36,SMB,self_serve,2025-02-07,2025-02-07,trial_expired
501,cus_000501,Amber Ventures AG,DE,Germany,Europe,DACH,,38,SMB,self_serve,2025-12-12,2025-12-12,trial_expired
502,cus_000502,Blue Collective AG,DE,Germany,Europe,DACH,facilities,39,SMB,self_serve,2025-06-22,2025-06-22,trial_expired
503,cus_000503,Granite Studios LLP,GB,United Kingdom,Europe,United Kingdom,retail,12,SMB,self_serve,2024-01-09,2024-01-09,trial_expired
504,cus_000504,Maple Logistics Inc,CA,Canada,North America,Canada,manufacturing,76,Mid-Market,self_serve,2026-08-02,2026-08-02,trial_expired
505,cus_000505,Forge Ventures Pty Ltd,AU,Australia,APAC,Australia,construction,80,Mid-Market,self_serve,2024-12-12,2024-12-12,trial_expired
506,cus_000506,Cedar Collective Pty Ltd,AU,Australia,APAC,Australia,construction,69,Mid-Market,self_serve,2024-01-11,2024-01-11,trial_expired
507,cus_000507,Apex Works LLC,US,United States,North America,Northeast,professional_services,64,Mid-Market,self_serve,2025-12-02,2025-12-02,trial_expired
508,cus_000508,Golden Networks LLC,US,United States,North America,Northeast,healthcare,25,SMB,self_serve,2025-11-29,2025-11-29,trial_expired
509,cus_000509,Iron Systems LLC,US,United States,North America,West,construction,37,SMB,self_serve,2023-07-15,2023-07-15,trial_expired
510,cus_000510,Beacon Group LLC,US,United States,North America,Midwest,professional_services,43,SMB,self_serve,2024-06-11,2024-06-11,trial_expired
511,cus_000511,Atlas Engineering B.V.,NL,Netherlands,Europe,Western Europe,facilities,68,Mid-Market,self_serve,2024-03-20,2024-03-20,trial_expired
512,cus_000512,Pioneer Group B.V.,NL,Netherlands,Europe,Western Europe,construction,79,Mid-Market,self_serve,2022-12-01,2022-12-01,trial_expired
513,cus_000513,Urban Properties Ltd,GB,United Kingdom,Europe,United Kingdom,,46,SMB,self_serve,2024-05-29,2024-05-29,trial_expired
514,cus_000514,Metro Labs Ltd,GB,United Kingdom,Europe,United Kingdom,retail,30,SMB,self_serve,2025-12-08,2025-12-08,trial_expired
515,cus_000515,Summit Clinics LLC,US,United States,North America,Northeast,facilities,76,Mid-Market,self_serve,2026-06-19,2026-06-19,trial_expired
516,cus_000516,Amber Advisory GmbH,DE,Germany,Europe,DACH,retail,67,Mid-Market,self_serve,2023-07-06,2023-07-06,trial_expired
517,cus_000517,Bright Labs AG,DE,Germany,Europe,DACH,retail,28,SMB,self_serve,2026-04-04,2026-04-04,trial_expired
518,cus_000518,Blue Networks Inc,US,United States,North America,Midwest,professional_services,79,Mid-Market,self_serve,2025-12-18,2025-12-18,trial_expired
519,cus_000519,Golden Fabrication Pty Ltd,AU,Australia,APAC,Australia,healthcare,40,SMB,self_serve,2025-11-28,2025-11-28,trial_expired
520,cus_000520,Anchor Group Pty Ltd,AU,Australia,APAC,Australia,,48,SMB,self_serve,2023-09-25,2023-09-25,trial_expired
521,cus_000521,Bright Studios Ltd,GB,United Kingdom,Europe,United Kingdom,construction,34,SMB,self_serve,2025-01-11,2025-01-11,trial_expired
522,cus_000522,Canyon Supply LLC,US,United States,North America,West,financial_services,27,SMB,self_serve,2025-09-27,2025-09-27,trial_expired
523,cus_000523,Copper Workshops Inc,US,United States,North America,Midwest,construction,75,Mid-Market,self_serve,2024-03-10,2024-03-10,trial_expired
524,cus_000524,Bright Solutions LLP,GB,United Kingdom,Europe,United Kingdom,financial_services,58,Mid-Market,self_serve,2024-12-21,2024-12-21,trial_expired
525,cus_000525,Oak Labs Pty Ltd,AU,Australia,APAC,Australia,healthcare,54,Mid-Market,self_serve,2026-05-10,2026-05-10,trial_expired
526,cus_000526,Harbour Ventures Inc,US,United States,North America,South,professional_services,22,SMB,self_serve,2023-04-23,2023-04-23,trial_expired
527,cus_000527,Cedar Ventures Pty Ltd,AU,Australia,APAC,Australia,manufacturing,16,SMB,self_serve,2025-05-30,2025-05-30,trial_expired
528,cus_000528,Blue Systems SAS,FR,France,Europe,Western Europe,manufacturing,67,Mid-Market,self_serve,2025-02-06,2025-02-06,trial_expired
529,cus_000529,Amber Collective Ltd,GB,United Kingdom,Europe,United Kingdom,retail,35,SMB,self_serve,2024-05-24,2024-05-24,trial_expired
530,cus_000530,Copper Studios Pty Ltd,AU,Australia,APAC,Australia,healthcare,67,Mid-Market,self_serve,2025-09-24,2025-09-24,trial_expired
531,cus_000531,Anchor Services SARL,FR,France,Europe,Western Europe,,15,SMB,self_serve,2024-10-22,2024-10-22,trial_expired
532,cus_000532,Atlas Holdings Corp,US,United States,North America,South,healthcare,54,Mid-Market,self_serve,2025-12-24,2025-12-24,trial_expired
533,cus_000533,Bright Networks Corp,US,United States,North America,South,retail,32,SMB,self_serve,2023-04-18,2023-04-18,trial_expired
534,cus_000534,Granite Industries Inc,US,United States,North America,West,education,57,Mid-Market,self_serve,2025-01-03,2025-01-03,trial_expired
535,cus_000535,Urban Supply Pty Ltd,AU,Australia,APAC,Australia,professional_services,27,SMB,self_serve,2023-03-06,2023-03-06,trial_expired
536,cus_000536,River Advisory Inc,US,United States,North America,Northeast,construction,75,Mid-Market,self_serve,2025-02-10,2025-02-10,trial_expired
537,cus_000537,Copper Advisory Corp,US,United States,North America,West,professional_services,14,SMB,self_serve,2023-07-02,2023-07-02,trial_expired
538,cus_000538,Forest Works B.V.,NL,Netherlands,Europe,Western Europe,healthcare,71,Mid-Market,self_serve,2024-09-30,2024-09-30,trial_expired
539,cus_000539,Blue Advisory Corp,US,United States,North America,Northeast,construction,74,Mid-Market,self_serve,2026-08-12,2026-08-12,trial_expired
540,cus_000540,Pacific Industries Pty Ltd,AU,Australia,APAC,Australia,professional_services,77,Mid-Market,self_serve,2025-04-28,2025-04-28,trial_expired
541,cus_000541,Blue Partners Inc,US,United States,North America,Northeast,manufacturing,78,Mid-Market,self_serve,2025-11-12,2025-11-12,trial_expired
542,cus_000542,Anchor Solutions Inc,US,United States,North America,West,healthcare,12,SMB,self_serve,2026-06-28,2026-06-28,trial_expired
543,cus_000543,Urban Partners Pty Ltd,AU,Australia,APAC,Australia,professional_services,66,Mid-Market,self_serve,2023-09-28,2023-09-28,trial_expired
544,cus_000544,Metro Labs SARL,FR,France,Europe,Western Europe,facilities,27,SMB,self_serve,2025-08-29,2025-08-29,trial_expired
545,cus_000545,Coastal Labs Corp,US,United States,North America,Northeast,manufacturing,22,SMB,self_serve,2022-08-22,2022-08-22,trial_expired
546,cus_000546,Forest Networks LLC,US,United States,North America,West,,46,SMB,self_serve,2025-08-17,2025-08-17,trial_expired
547,cus_000547,Granite Studios GmbH,DE,Germany,Europe,DACH,professional_services,64,Mid-Market,self_serve,2026-06-01,2026-06-01,trial_expired
548,cus_000548,Alpine Labs Corp,US,United States,North America,Midwest,,51,Mid-Market,self_serve,2025-03-07,2025-03-07,trial_expired
549,cus_000549,Golden Fabrication LLC,US,United States,North America,Northeast,professional_services,72,Mid-Market,self_serve,2025-06-13,2025-06-13,trial_expired
550,cus_000550,Silver Systems AB,SE,Sweden,Europe,Nordics,construction,51,Mid-Market,self_serve,2025-09-05,2025-09-05,trial_expired
551,cus_000551,Blue Operations Inc,US,United States,North America,Northeast,manufacturing,50,Mid-Market,self_serve,2023-11-20,2023-11-20,trial_expired
552,cus_000552,Forge Collective Inc,US,United States,North America,Midwest,retail,16,SMB,self_serve,2024-06-23,2024-06-23,trial_expired
553,cus_000553,Vertex Works LLC,US,United States,North America,Northeast,manufacturing,63,Mid-Market,self_serve,2024-03-13,2024-03-13,trial_expired
554,cus_000554,Beacon Fabrication LLP,GB,United Kingdom,Europe,United Kingdom,manufacturing,30,SMB,self_serve,2024-12-11,2024-12-11,trial_expired
555,cus_000555,Silver Works AG,DE,Germany,Europe,DACH,education,48,SMB,self_serve,2025-09-17,2025-09-17,trial_expired
556,cus_000556,Urban Services LLC,US,United States,North America,West,logistics,63,Mid-Market,self_serve,2024-05-16,2024-05-16,trial_expired
557,cus_000557,Forest Services AG,DE,Germany,Europe,DACH,manufacturing,49,SMB,self_serve,2022-11-25,2022-11-25,trial_expired
558,cus_000558,Harbour Systems Ltd,CA,Canada,North America,Canada,logistics,45,SMB,self_serve,2026-06-28,2026-06-28,trial_expired
559,cus_000559,Apex Operations LLC,US,United States,North America,South,facilities,26,SMB,self_serve,2023-03-21,2023-03-21,trial_expired
560,cus_000560,Urban Labs Ltd,GB,United Kingdom,Europe,United Kingdom,retail,11,SMB,self_serve,2023-06-26,2023-06-26,trial_expired
561,cus_000561,Forest Collective LLC,US,United States,North America,South,logistics,45,SMB,self_serve,2025-09-14,2025-09-14,trial_expired
562,cus_000562,Maple Retail LLC,US,United States,North America,Northeast,retail,80,Mid-Market,self_serve,2023-12-26,2023-12-26,trial_expired
563,cus_000563,Vertex Workshops Pty Ltd,AU,Australia,APAC,Australia,professional_services,7,SMB,self_serve,2025-01-30,2025-01-30,trial_expired
564,cus_000564,North Partners Corp,US,United States,North America,West,,16,SMB,self_serve,2023-04-19,2023-04-19,trial_expired
565,cus_000565,Alpine Engineering LLP,GB,United Kingdom,Europe,United Kingdom,facilities,38,SMB,self_serve,2026-03-15,2026-03-15,trial_expired
566,cus_000566,North Studios LLP,GB,United Kingdom,Europe,United Kingdom,healthcare,50,Mid-Market,self_serve,2026-07-23,2026-07-23,trial_expired
567,cus_000567,Forest Solutions Inc,US,United States,North America,South,logistics,52,Mid-Market,self_serve,2025-11-05,2025-11-05,trial_expired
568,cus_000568,Atlas Operations Ltd,CA,Canada,North America,Canada,professional_services,56,Mid-Market,self_serve,2023-02-19,2023-02-19,trial_expired
569,cus_000569,Atlas Studios Corp,US,United States,North America,South,financial_services,11,SMB,self_serve,2023-05-22,2023-05-22,trial_expired
570,cus_000570,Urban Logistics Pty Ltd,AU,Australia,APAC,Australia,construction,79,Mid-Market,self_serve,2024-05-18,2024-05-18,trial_expired
